Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,City,Payment Method,Customer Ratings,Mobile Model
1724,11,2,2023,Saturday,Vivo,5,21816.01,Chennai,Cash,5,Vivo S1
1725,11,2,2023,Saturday,Xiaomi,6,56637.73,Mumbai,Credit Card,3,Mi 11
1726,11,2,2023,Saturday,Apple,1,59925.68,Madurai,Credit Card,3,iPhone 12
1727,12,2,2023,Sunday,Apple,4,31675.98,Delhi,Debit Card,1,iPhone 12
1728,12,2,2023,Sunday,Apple,5,22801.78,Mumbai,Cash,3,iPhone 12
1729,12,2,2023,Sunday,Xiaomi,7,33103.04,Chennai,Credit Card,5,Redmi Note 10
1730,13,2,2023,Monday,OnePlus,5,54376.48,Mumbai,Cash,1,OnePlus Nord
1731,13,2,2023,Monday,OnePlus,1,35058.34,Indore,Cash,5,OnePlus 9
1732,13,2,2023,Monday,Samsung,7,54199.11,Delhi,Debit Card,5,Galaxy A51
1733,14,2,2023,Tuesday,Apple,8,16813.87,Mumbai,Debit Card,5,iPhone SE
1734,14,2,2023,Tuesday,OnePlus,7,58360.7,Ludhiana,Cash,1,OnePlus 9
1735,14,2,2023,Tuesday,Samsung,4,25192.45,Delhi,Debit Card,5,Galaxy S21
1736,14,2,2023,Tuesday,OnePlus,8,24935.74,Delhi,Credit Card,1,OnePlus 9
1737,15,2,2023,Wednesday,Apple,5,45422.86,Delhi,Credit Card,4,iPhone 11
1738,15,2,2023,Wednesday,Vivo,9,14207.08,Mumbai,Debit Card,4,Vivo S1
1739,15,2,2023,Wednesday,Apple,5,11577.86,Kanpur,Cash,1,iPhone 12
1740,16,2,2023,Thursday,Xiaomi,1,25661.72,Bangalore,Credit Card,5,Mi 11
1741,16,2,2023,Thursday,OnePlus,9,42284.05,Delhi,UPI,5,OnePlus Nord
1742,16,2,2023,Thursday,OnePlus,5,64456.98,Vadodara,Cash,3,OnePlus Nord
1743,17,2,2023,Friday,Xiaomi,6,60786.11,Ludhiana,Cash,5,Redmi 9
1744,17,2,2023,Friday,Xiaomi,4,39426.79,Ranchi,UPI,1,Redmi Note 10
1745,17,2,2023,Friday,Vivo,6,12223.12,Lucknow,UPI,5,Vivo V20
1746,18,2,2023,Saturday,OnePlus,8,42115.16,Rajkot,Cash,5,OnePlus Nord
1747,18,2,2023,Saturday,OnePlus,3,52287.74,Mumbai,UPI,4,OnePlus Nord
1748,18,2,2023,Saturday,Vivo,5,30349.87,Gorakhpur,Debit Card,4,Vivo Y51
1749,18,2,2023,Saturday,Samsung,2,16663.8,Vadodara,Debit Card,1,Galaxy Note 20
1750,19,2,2023,Sunday,Vivo,2,26714.08,Delhi,Cash,1,Vivo S1
1751,19,2,2023,Sunday,Apple,7,56295.33,Coimbatore,Debit Card,5,iPhone 11
1752,19,2,2023,Sunday,OnePlus,6,31074.63,Delhi,Credit Card,1,OnePlus Nord
1753,20,2,2023,Monday,Xiaomi,4,58718.89,Delhi,Debit Card,5,Mi 11
1754,20,2,2023,Monday,Apple,5,29171.29,Delhi,Debit Card,5,iPhone SE
1755,20,2,2023,Monday,OnePlus,1,19813.3,Mumbai,UPI,1,OnePlus 9
1756,20,2,2023,Monday,Vivo,7,36150.9,Ludhiana,Debit Card,5,Vivo S1
1757,21,2,2023,Tuesday,Apple,8,37136.47,Patna,Cash,5,iPhone 12
1758,21,2,2023,Tuesday,OnePlus,9,10966.49,Coimbatore,Debit Card,5,OnePlus Nord
1759,21,2,2023,Tuesday,Samsung,8,17022.7,Lucknow,Debit Card,5,Galaxy S21
1760,22,2,2023,Wednesday,Samsung,5,21095.56,Mumbai,Cash,5,Galaxy Note 20
1761,22,2,2023,Wednesday,Xiaomi,3,16815.24,Delhi,Cash,5,Redmi Note 10
1762,22,2,2023,Wednesday,OnePlus,9,30491.56,Mumbai,UPI,3,OnePlus 8T
1763,23,2,2023,Thursday,Samsung,6,67877.37,Vadodara,Credit Card,3,Galaxy A51
1764,23,2,2023,Thursday,Vivo,5,40553.35,Delhi,Debit Card,5,Vivo Y51
1765,23,2,2023,Thursday,OnePlus,3,47653.36,Mumbai,Credit Card,1,OnePlus 8T
1766,24,2,2023,Friday,Vivo,6,31383.19,Jodhpur,UPI,5,Vivo Y51
1767,24,2,2023,Friday,Vivo,3,29409.27,Mumbai,Cash,3,Vivo S1
1768,24,2,2023,Friday,Samsung,6,11388.81,Delhi,Cash,4,Galaxy S21
1769,24,2,2023,Friday,OnePlus,4,40020.02,Delhi,Cash,4,OnePlus 8T
1770,25,2,2023,Saturday,Apple,2,39016.54,Delhi,UPI,5,iPhone SE
1771,25,2,2023,Saturday,Samsung,8,19469.84,Ranchi,Debit Card,3,Galaxy Note 20
1772,25,2,2023,Saturday,Samsung,4,55859.44,Mumbai,UPI,5,Galaxy S21
1773,26,2,2023,Sunday,OnePlus,9,39560.46,Rajkot,Cash,3,OnePlus 8T
1774,26,2,2023,Sunday,OnePlus,7,30339.64,Lucknow,Debit Card,5,OnePlus 8T
1775,26,2,2023,Sunday,Vivo,2,18814.53,Ludhiana,Cash,3,Vivo Y51
1776,27,2,2023,Monday,OnePlus,4,43129.65,Mumbai,Cash,4,OnePlus 9
1777,27,2,2023,Monday,Vivo,5,55169.02,Kolkata,UPI,5,Vivo V20
1778,27,2,2023,Monday,Samsung,3,26919.96,Delhi,UPI,5,Galaxy A51
1779,27,2,2023,Monday,Xiaomi,9,23127.66,Delhi,Credit Card,5,Mi 11
1780,28,2,2023,Tuesday,Apple,5,41316.1,Bhopal,Cash,1,iPhone 11
1781,28,2,2023,Tuesday,Samsung,2,19320.6,Vadodara,Debit Card,5,Galaxy Note 20
1782,28,2,2023,Tuesday,OnePlus,3,49996.8,Ranchi,Cash,5,OnePlus 8T
1783,1,3,2023,Wednesday,Apple,9,46320.62,Delhi,Debit Card,3,iPhone 12
1784,1,3,2023,Wednesday,Xiaomi,7,15224.92,Kolkata,Credit Card,3,Redmi Note 10
1785,1,3,2023,Wednesday,Xiaomi,2,12191.22,Mumbai,Cash,3,Mi 11
1786,1,3,2023,Wednesday,Vivo,9,47217.32,Delhi,Debit Card,3,Vivo Y51
1787,2,3,2023,Thursday,Apple,4,27657.63,Delhi,Debit Card,5,iPhone 11
1788,2,3,2023,Thursday,Vivo,9,15186.75,Delhi,Credit Card,4,Vivo Y51
1789,2,3,2023,Thursday,Samsung,2,55565.72,Ludhiana,UPI,5,Galaxy A51
1790,2,3,2023,Thursday,Apple,4,28842.64,Delhi,Credit Card,3,iPhone SE
1791,3,3,2023,Friday,Samsung,5,37575.97,Ranchi,Debit Card,5,Galaxy Note 20
1792,3,3,2023,Friday,Vivo,2,24208.78,Ranchi,Credit Card,5,Vivo Y51
1793,3,3,2023,Friday,Apple,1,47639.02,Delhi,UPI,3,iPhone 11
1794,4,3,2023,Saturday,Vivo,7,28089.3,Bhopal,Cash,1,Vivo S1
1795,4,3,2023,Saturday,Apple,1,68081.26,Madurai,Credit Card,5,iPhone 12
1796,4,3,2023,Saturday,Vivo,8,52176.85,Delhi,Credit Card,5,Vivo S1
1797,4,3,2023,Saturday,Xiaomi,3,18203.34,Gorakhpur,Cash,5,Redmi 9
1798,5,3,2023,Sunday,Vivo,6,35001.69,Mumbai,Credit Card,1,Vivo Y51
1799,5,3,2023,Sunday,Xiaomi,7,33125.27,Mumbai,UPI,5,Mi 11
1800,5,3,2023,Sunday,Vivo,1,42054.83,Bhopal,Debit Card,1,Vivo V20
1801,6,3,2023,Monday,Apple,6,60515.84,Delhi,Credit Card,5,iPhone 11
1802,6,3,2023,Monday,Apple,7,45005.32,Delhi,Cash,5,iPhone 11
1803,6,3,2023,Monday,Apple,6,13693.4,Patna,Cash,1,iPhone 12
1804,6,3,2023,Monday,OnePlus,4,49324.94,Mumbai,Credit Card,4,OnePlus 8T
1805,7,3,2023,Tuesday,Samsung,1,10495.92,Hyderabad,Cash,3,Galaxy Note 20
1806,7,3,2023,Tuesday,Apple,9,56797.63,Mumbai,Debit Card,3,iPhone 11
1807,7,3,2023,Tuesday,Xiaomi,4,49998.16,Delhi,Debit Card,3,Redmi 9
1808,7,3,2023,Tuesday,Apple,7,28527.14,Jodhpur,Cash,1,iPhone 11
1809,8,3,2023,Wednesday,OnePlus,7,27546.51,Bhopal,Credit Card,5,OnePlus Nord
1810,8,3,2023,Wednesday,Xiaomi,2,57896.38,Rajkot,Credit Card,5,Mi 11
1811,8,3,2023,Wednesday,OnePlus,1,57000.2,Delhi,Cash,5,OnePlus 8T
1812,9,3,2023,Thursday,Xiaomi,8,31138.14,Mumbai,Debit Card,5,Redmi 9
1813,9,3,2023,Thursday,Vivo,8,27936.86,Delhi,Debit Card,4,Vivo S1
1814,9,3,2023,Thursday,Samsung,7,43589.49,Delhi,Credit Card,3,Galaxy Note 20
1815,9,3,2023,Thursday,Samsung,8,10501.94,Lucknow,Debit Card,4,Galaxy S21
1816,10,3,2023,Friday,OnePlus,3,14960.02,Lucknow,UPI,3,OnePlus 8T
1817,10,3,2023,Friday,Samsung,2,17570.18,Delhi,Debit Card,1,Galaxy A51
1818,10,3,2023,Friday,OnePlus,7,21124.71,Delhi,Credit Card,4,OnePlus 8T
1819,10,3,2023,Friday,OnePlus,8,40721.09,Delhi,Debit Card,5,OnePlus 8T
1820,11,3,2023,Saturday,OnePlus,1,69534.51,Mumbai,Debit Card,3,OnePlus Nord
1821,11,3,2023,Saturday,Samsung,9,49156.8,Delhi,Cash,5,Galaxy S21
1822,11,3,2023,Saturday,OnePlus,4,13677.93,Kanpur,UPI,4,OnePlus 9
1823,11,3,2023,Saturday,Samsung,4,41534.76,Chennai,Cash,1,Galaxy A51
1824,12,3,2023,Sunday,OnePlus,3,39798.71,Ranchi,Debit Card,5,OnePlus Nord
1825,12,3,2023,Sunday,Apple,6,18650.07,Kolkata,Debit Card,1,iPhone 11
1826,12,3,2023,Sunday,OnePlus,1,65216.34,Delhi,Cash,3,OnePlus Nord
1827,12,3,2023,Sunday,Xiaomi,6,36445.91,Mumbai,UPI,4,Redmi 9
1828,13,3,2023,Monday,OnePlus,2,69673.55,Jodhpur,Credit Card,1,OnePlus 8T
1829,13,3,2023,Monday,Vivo,9,35204.34,Jodhpur,Cash,5,Vivo Y51
1830,13,3,2023,Monday,OnePlus,2,46477.46,Mumbai,Debit Card,5,OnePlus 8T
1831,13,3,2023,Monday,Xiaomi,7,16285.75,Gorakhpur,Debit Card,5,Redmi Note 10
1832,14,3,2023,Tuesday,Xiaomi,1,37253.67,Ranchi,Credit Card,1,Redmi Note 10
1833,14,3,2023,Tuesday,Samsung,7,24325.95,Delhi,Debit Card,4,Galaxy A51
1834,14,3,2023,Tuesday,Apple,5,60133.89,Indore,Debit Card,4,iPhone 11
1835,15,3,2023,Wednesday,OnePlus,8,57035.18,Delhi,Credit Card,5,OnePlus Nord
1836,15,3,2023,Wednesday,Samsung,4,59450.8,Mumbai,Debit Card,5,Galaxy A51
1837,15,3,2023,Wednesday,Apple,7,53416.57,Mumbai,Debit Card,1,iPhone 12
1838,15,3,2023,Wednesday,OnePlus,6,59960.99,Madurai,UPI,5,OnePlus 9
1839,16,3,2023,Thursday,Vivo,5,22049.73,Mumbai,Cash,1,Vivo S1
1840,16,3,2023,Thursday,OnePlus,4,37122.63,Delhi,UPI,1,OnePlus 8T
1841,16,3,2023,Thursday,Xiaomi,7,51510.81,Lucknow,UPI,1,Redmi Note 10
1842,17,3,2023,Friday,Xiaomi,5,48243.55,Vadodara,Debit Card,5,Redmi Note 10
1843,17,3,2023,Friday,Vivo,5,52981.27,Delhi,Cash,5,Vivo V20
1844,17,3,2023,Friday,Samsung,1,23455.5,Vadodara,Cash,5,Galaxy A51
1845,17,3,2023,Friday,Apple,2,15906.08,Delhi,Debit Card,3,iPhone 12
1846,18,3,2023,Saturday,OnePlus,5,65008.39,Delhi,UPI,5,OnePlus 8T
1847,18,3,2023,Saturday,Xiaomi,3,43610.31,Vadodara,UPI,5,Redmi Note 10
1848,18,3,2023,Saturday,Samsung,2,19229.56,Kanpur,UPI,3,Galaxy A51
1849,19,3,2023,Sunday,Vivo,4,57606.19,Delhi,Cash,1,Vivo S1
1850,19,3,2023,Sunday,Xiaomi,4,64895.8,Ludhiana,Debit Card,4,Redmi 9
1851,19,3,2023,Sunday,Vivo,4,20173.81,Madurai,Cash,3,Vivo S1
1852,20,3,2023,Monday,OnePlus,4,59044.75,Delhi,UPI,3,OnePlus 8T
1853,20,3,2023,Monday,Apple,3,65993.5,Patna,Cash,1,iPhone SE
1854,20,3,2023,Monday,Xiaomi,7,66301.7,Delhi,Cash,5,Redmi Note 10
1855,20,3,2023,Monday,Xiaomi,9,64849.39,Jodhpur,Debit Card,5,Mi 11
1856,21,3,2023,Tuesday,OnePlus,5,42785.26,Mumbai,Debit Card,3,OnePlus Nord
1857,21,3,2023,Tuesday,Samsung,4,31372.68,Patna,Cash,5,Galaxy A51
1858,21,3,2023,Tuesday,Apple,2,10436.37,Mumbai,Credit Card,3,iPhone 11
1859,21,3,2023,Tuesday,Xiaomi,2,13654.73,Kanpur,Debit Card,4,Redmi Note 10
1860,22,3,2023,Wednesday,Apple,5,35730.34,Delhi,Credit Card,4,iPhone 11
1861,22,3,2023,Wednesday,Xiaomi,7,33959.57,Mumbai,Debit Card,1,Redmi Note 10
1862,22,3,2023,Wednesday,Apple,9,21082.83,Madurai,UPI,5,iPhone 12
1863,22,3,2023,Wednesday,Vivo,7,33728.8,Delhi,Credit Card,5,Vivo S1
1864,23,3,2023,Thursday,Xiaomi,5,20479,Jodhpur,UPI,5,Mi 11
1865,23,3,2023,Thursday,Apple,6,60927.48,Hyderabad,UPI,5,iPhone 11
1866,23,3,2023,Thursday,Samsung,3,27891.69,Lucknow,Cash,4,Galaxy A51
1867,24,3,2023,Friday,Vivo,5,45913.86,Ranchi,UPI,1,Vivo S1
1868,24,3,2023,Friday,Vivo,8,40170.58,Delhi,UPI,4,Vivo V20
1869,24,3,2023,Friday,Samsung,1,13112.92,Delhi,UPI,3,Galaxy A51
1870,24,3,2023,Friday,Apple,1,66534.02,Patna,UPI,5,iPhone 11
1871,25,3,2023,Saturday,OnePlus,7,41633.56,Bangalore,Cash,5,OnePlus Nord
1872,25,3,2023,Saturday,Samsung,5,29503.46,Mumbai,Cash,5,Galaxy A51
1873,25,3,2023,Saturday,Apple,5,19487.59,Ludhiana,UPI,3,iPhone SE
1874,26,3,2023,Sunday,Samsung,1,30311.6,Delhi,Credit Card,5,Galaxy A51
1875,26,3,2023,Sunday,Samsung,9,11230.7,Delhi,Debit Card,5,Galaxy A51
1876,26,3,2023,Sunday,Xiaomi,1,31813.49,Vadodara,Credit Card,5,Redmi Note 10
1877,27,3,2023,Monday,Apple,5,41889.16,Kolkata,UPI,3,iPhone SE
1878,27,3,2023,Monday,OnePlus,9,62311.97,Mumbai,Cash,5,OnePlus Nord
1879,27,3,2023,Monday,Xiaomi,4,51242.47,Jodhpur,UPI,5,Mi 11
1880,28,3,2023,Tuesday,Samsung,8,16694.94,Madurai,UPI,5,Galaxy A51
1881,28,3,2023,Tuesday,Samsung,6,18864.78,Gorakhpur,Cash,3,Galaxy Note 20
1882,28,3,2023,Tuesday,Samsung,3,35687.4,Mumbai,Credit Card,3,Galaxy Note 20
1883,28,3,2023,Tuesday,Apple,4,21742.47,Bangalore,Debit Card,4,iPhone 11
1884,29,3,2023,Wednesday,Apple,2,11670.99,Ranchi,UPI,5,iPhone 11
1885,29,3,2023,Wednesday,Xiaomi,1,58300.89,Ranchi,Cash,3,Redmi Note 10
1886,29,3,2023,Wednesday,OnePlus,8,11171.35,Mumbai,Debit Card,5,OnePlus 9
1887,29,3,2023,Wednesday,Xiaomi,1,59841.38,Madurai,Debit Card,1,Mi 11
1888,30,3,2023,Thursday,Vivo,1,18646.24,Chennai,Debit Card,5,Vivo V20
1889,30,3,2023,Thursday,Samsung,4,68480.7,Delhi,Cash,5,Galaxy S21
1890,30,3,2023,Thursday,Samsung,6,46232.43,Mumbai,UPI,5,Galaxy A51
1891,31,3,2023,Friday,Samsung,9,54098.98,Mumbai,Cash,5,Galaxy S21
1892,31,3,2023,Friday,Xiaomi,1,16629.02,Mumbai,UPI,5,Mi 11
1893,31,3,2023,Friday,Xiaomi,7,61726.24,Ranchi,Credit Card,1,Mi 11
1894,1,4,2023,Saturday,Samsung,5,60351.54,Ranchi,Debit Card,5,Galaxy Note 20
1895,1,4,2023,Saturday,Xiaomi,8,49179.56,Kanpur,UPI,5,Mi 11
1896,1,4,2023,Saturday,Apple,7,40136.49,Vadodara,Credit Card,3,iPhone SE
1897,1,4,2023,Saturday,Apple,4,53289.35,Lucknow,Cash,5,iPhone 12
1898,2,4,2023,Sunday,Xiaomi,4,10355.69,Delhi,Debit Card,5,Mi 11
1899,2,4,2023,Sunday,Samsung,6,45546.45,Jodhpur,UPI,5,Galaxy A51
1900,2,4,2023,Sunday,Xiaomi,6,60844.37,Delhi,Debit Card,5,Mi 11
1901,3,4,2023,Monday,Xiaomi,9,31413.99,Delhi,Debit Card,5,Redmi Note 10
1902,3,4,2023,Monday,Xiaomi,5,16497.36,Mumbai,Debit Card,5,Redmi 9
1903,3,4,2023,Monday,Vivo,8,35252.63,Kanpur,Cash,5,Vivo V20
1904,3,4,2023,Monday,Apple,5,53626.27,Delhi,Debit Card,5,iPhone SE
1905,4,4,2023,Tuesday,OnePlus,2,16438.07,Madurai,UPI,5,OnePlus 8T
1906,4,4,2023,Tuesday,OnePlus,6,22362.91,Delhi,Cash,1,OnePlus 8T
1907,4,4,2023,Tuesday,Vivo,9,18853.11,Mumbai,Credit Card,4,Vivo V20
1908,5,4,2023,Wednesday,Xiaomi,3,57816.87,Mumbai,UPI,4,Redmi Note 10
1909,5,4,2023,Wednesday,Vivo,1,13773.56,Delhi,Cash,4,Vivo S1
1910,5,4,2023,Wednesday,Vivo,1,51195.19,Delhi,UPI,4,Vivo V20
1911,5,4,2023,Wednesday,Samsung,3,31987.42,Mumbai,UPI,1,Galaxy S21
1912,6,4,2023,Thursday,Apple,5,55347.47,Gorakhpur,Credit Card,1,iPhone 11
1913,6,4,2023,Thursday,OnePlus,3,67863.01,Mumbai,Cash,5,OnePlus 8T
1914,6,4,2023,Thursday,Xiaomi,9,16872.72,Coimbatore,Debit Card,1,Mi 11
1915,7,4,2023,Friday,OnePlus,8,28863.1,Gorakhpur,UPI,4,OnePlus 8T
1916,7,4,2023,Friday,OnePlus,3,58607.53,Delhi,UPI,4,OnePlus 8T
1917,7,4,2023,Friday,Apple,9,25969.5,Ludhiana,UPI,5,iPhone 11
1918,7,4,2023,Friday,OnePlus,6,22907.24,Ludhiana,UPI,5,OnePlus 8T
1919,8,4,2023,Saturday,OnePlus,7,59522.68,Indore,UPI,4,OnePlus Nord
1920,8,4,2023,Saturday,Vivo,4,69224.94,Rajkot,Cash,4,Vivo Y51
1921,8,4,2023,Saturday,Apple,4,43412.84,Ludhiana,UPI,4,iPhone 11
1922,9,4,2023,Sunday,Samsung,2,26682.92,Patna,UPI,1,Galaxy Note 20
1923,9,4,2023,Sunday,Xiaomi,5,33913.96,Delhi,UPI,5,Mi 11
1924,9,4,2023,Sunday,OnePlus,8,20207.82,Delhi,Debit Card,5,OnePlus 8T
1925,9,4,2023,Sunday,Xiaomi,7,55713.24,Rajkot,Debit Card,4,Redmi Note 10
1926,10,4,2023,Monday,Samsung,7,56408.44,Mumbai,Cash,5,Galaxy S21
1927,10,4,2023,Monday,Xiaomi,6,62507.26,Coimbatore,UPI,4,Mi 11
1928,10,4,2023,Monday,Samsung,3,11596.15,Madurai,UPI,1,Galaxy Note 20
1929,10,4,2023,Monday,Vivo,5,43718.88,Bangalore,Credit Card,4,Vivo Y51
1930,11,4,2023,Tuesday,OnePlus,1,22855.33,Hyderabad,Debit Card,2,OnePlus Nord
1931,11,4,2023,Tuesday,Samsung,7,30452.98,Ranchi,Credit Card,2,Galaxy Note 20
1932,11,4,2023,Tuesday,Xiaomi,9,57097.34,Gorakhpur,UPI,4,Redmi 9
1933,12,4,2023,Wednesday,OnePlus,1,21522.02,Delhi,UPI,2,OnePlus Nord
1934,12,4,2023,Wednesday,Vivo,2,48300.51,Vadodara,Credit Card,2,Vivo Y51
1935,12,4,2023,Wednesday,OnePlus,3,49273.97,Vadodara,Cash,5,OnePlus 9
1936,13,4,2023,Thursday,Samsung,3,67245.63,Delhi,Cash,1,Galaxy Note 20
1937,13,4,2023,Thursday,Vivo,8,56509.66,Kanpur,Credit Card,5,Vivo Y51
1938,13,4,2023,Thursday,Xiaomi,7,58218.11,Lucknow,UPI,1,Redmi Note 10
1939,13,4,2023,Thursday,Vivo,6,41896.04,Delhi,Credit Card,1,Vivo V20
1940,14,4,2023,Friday,Vivo,4,21206.85,Hyderabad,Debit Card,5,Vivo Y51
1941,14,4,2023,Friday,Apple,9,35533.8,Delhi,Cash,4,iPhone 11
1942,14,4,2023,Friday,Vivo,1,42969.37,Kolkata,Credit Card,2,Vivo S1
1943,15,4,2023,Saturday,Vivo,2,50705.16,Kolkata,Cash,4,Vivo V20
1944,15,4,2023,Saturday,OnePlus,4,46462.55,Indore,Debit Card,5,OnePlus Nord
1945,15,4,2023,Saturday,Xiaomi,3,33638.67,Madurai,UPI,5,Redmi 9
1946,15,4,2023,Saturday,OnePlus,1,25918.79,Rajkot,UPI,4,OnePlus Nord
1947,16,4,2023,Sunday,OnePlus,5,20093.85,Delhi,UPI,2,OnePlus Nord
1948,16,4,2023,Sunday,Samsung,7,51630.72,Ludhiana,Cash,5,Galaxy S21
1949,16,4,2023,Sunday,OnePlus,2,48723.92,Gorakhpur,Debit Card,4,OnePlus 9
1950,17,4,2023,Monday,Apple,5,51242.35,Mumbai,Credit Card,2,iPhone 12
1951,17,4,2023,Monday,Apple,6,32351.65,Coimbatore,UPI,5,iPhone 11
1952,17,4,2023,Monday,Samsung,7,25744.47,Kanpur,Cash,5,Galaxy A51
1953,17,4,2023,Monday,Xiaomi,1,55583.28,Delhi,UPI,1,Mi 11
1954,18,4,2023,Tuesday,Xiaomi,7,56418.84,Coimbatore,Debit Card,1,Redmi Note 10
1955,18,4,2023,Tuesday,OnePlus,4,37336.98,Bhopal,Credit Card,5,OnePlus 9
1956,18,4,2023,Tuesday,OnePlus,8,46714.25,Vadodara,UPI,4,OnePlus 8T
1957,18,4,2023,Tuesday,OnePlus,4,32411.18,Patna,Debit Card,1,OnePlus Nord
1958,19,4,2023,Wednesday,Xiaomi,6,52116.83,Mumbai,Cash,5,Redmi Note 10
1959,19,4,2023,Wednesday,Vivo,9,60143.3,Jodhpur,Debit Card,2,Vivo S1
1960,19,4,2023,Wednesday,Apple,5,51294,Bangalore,Cash,4,iPhone SE
1961,19,4,2023,Wednesday,Vivo,4,40754.96,Mumbai,UPI,1,Vivo V20
1962,20,4,2023,Thursday,Vivo,8,37519.48,Gorakhpur,UPI,5,Vivo Y51
1963,20,4,2023,Thursday,Xiaomi,9,48539.18,Jodhpur,Debit Card,1,Redmi 9
1964,20,4,2023,Thursday,Vivo,4,50788.65,Ludhiana,Cash,2,Vivo Y51
1965,20,4,2023,Thursday,Samsung,3,43523.77,Mumbai,Debit Card,4,Galaxy A51
1966,21,4,2023,Friday,OnePlus,8,47496.54,Jodhpur,Debit Card,5,OnePlus Nord
1967,21,4,2023,Friday,Samsung,5,15795.32,Gorakhpur,UPI,2,Galaxy S21
1968,21,4,2023,Friday,Apple,2,67105.93,Mumbai,UPI,4,iPhone 11
1969,21,4,2023,Friday,OnePlus,9,57446.38,Mumbai,UPI,5,OnePlus Nord
1970,22,4,2023,Saturday,Vivo,3,32435.67,Coimbatore,Debit Card,4,Vivo Y51
1971,22,4,2023,Saturday,Apple,2,43768.76,Ranchi,Debit Card,4,iPhone SE
1972,22,4,2023,Saturday,OnePlus,1,12839.47,Hyderabad,Credit Card,5,OnePlus 8T
1973,22,4,2023,Saturday,Vivo,8,12473.67,Indore,Credit Card,5,Vivo Y51
1974,23,4,2023,Sunday,Samsung,3,25047.9,Hyderabad,Debit Card,2,Galaxy S21
1975,23,4,2023,Sunday,OnePlus,7,51382.1,Bangalore,Credit Card,1,OnePlus Nord
1976,23,4,2023,Sunday,Vivo,1,61128.86,Hyderabad,Debit Card,5,Vivo S1
1977,24,4,2023,Monday,Samsung,1,43551.15,Delhi,UPI,4,Galaxy A51
1978,24,4,2023,Monday,Apple,9,41927.96,Delhi,Cash,5,iPhone SE
1979,24,4,2023,Monday,Apple,8,34138.57,Ludhiana,UPI,5,iPhone 12
1980,25,4,2023,Tuesday,Apple,3,19695.88,Rajkot,Debit Card,5,iPhone 12
1981,25,4,2023,Tuesday,Apple,6,17101.25,Delhi,UPI,5,iPhone SE
1982,25,4,2023,Tuesday,Xiaomi,3,55640.79,Delhi,Debit Card,4,Mi 11
1983,26,4,2023,Wednesday,OnePlus,4,65650.21,Bhopal,Debit Card,2,OnePlus 9
1984,26,4,2023,Wednesday,OnePlus,1,37496.99,Delhi,Credit Card,1,OnePlus 8T
1985,26,4,2023,Wednesday,Xiaomi,5,49566.74,Kolkata,Debit Card,4,Mi 11
1986,26,4,2023,Wednesday,Vivo,1,64867.46,Indore,Cash,4,Vivo Y51
1987,27,4,2023,Thursday,Vivo,1,15406.82,Delhi,Credit Card,4,Vivo S1
1988,27,4,2023,Thursday,Apple,7,56228.89,Mumbai,Cash,1,iPhone 12
1989,27,4,2023,Thursday,Samsung,6,47009.01,Kanpur,Debit Card,2,Galaxy A51
1990,27,4,2023,Thursday,Vivo,2,45918.23,Delhi,UPI,2,Vivo Y51
1991,28,4,2023,Friday,Samsung,2,27552.43,Delhi,Debit Card,4,Galaxy A51
1992,28,4,2023,Friday,OnePlus,7,51033.6,Delhi,Debit Card,4,OnePlus 8T
1993,28,4,2023,Friday,Samsung,1,57687.87,Chennai,UPI,4,Galaxy A51
1994,28,4,2023,Friday,OnePlus,2,16771.49,Delhi,UPI,2,OnePlus Nord
1995,29,4,2023,Saturday,Xiaomi,8,42011.29,Coimbatore,Cash,2,Redmi Note 10
1996,29,4,2023,Saturday,Xiaomi,6,16075.91,Coimbatore,Credit Card,2,Redmi Note 10
1997,29,4,2023,Saturday,Apple,2,62354.44,Mumbai,Credit Card,4,iPhone 11
1998,29,4,2023,Saturday,Vivo,7,40458.2,Bangalore,Credit Card,2,Vivo Y51
1999,30,4,2023,Sunday,Apple,4,58477.94,Mumbai,Cash,5,iPhone 11
2000,30,4,2023,Sunday,OnePlus,2,32085.14,Kanpur,Cash,4,OnePlus Nord
2001,30,4,2023,Sunday,Apple,6,17504.69,Mumbai,UPI,4,iPhone 11
2002,1,5,2023,Monday,Samsung,9,12489.96,Indore,Credit Card,4,Galaxy S21
2003,1,5,2023,Monday,OnePlus,9,26890.58,Ranchi,Debit Card,4,OnePlus 8T
2004,1,5,2023,Monday,Xiaomi,8,24654.02,Delhi,Cash,5,Mi 11
2005,2,5,2023,Tuesday,Vivo,3,43621.12,Bhopal,Debit Card,1,Vivo S1
2006,2,5,2023,Tuesday,OnePlus,3,11304.33,Mumbai,Credit Card,2,OnePlus 9
2007,2,5,2023,Tuesday,OnePlus,2,41234.23,Kolkata,Credit Card,4,OnePlus 8T
2008,2,5,2023,Tuesday,Samsung,5,33506.3,Bangalore,Cash,2,Galaxy S21
2009,3,5,2023,Wednesday,Vivo,4,44627.34,Bhopal,Cash,2,Vivo Y51
2010,3,5,2023,Wednesday,Xiaomi,7,52145.05,Bangalore,UPI,5,Redmi Note 10
2011,3,5,2023,Wednesday,OnePlus,4,48045.52,Jodhpur,Debit Card,2,OnePlus 8T
2012,4,5,2023,Thursday,OnePlus,9,69078.66,Patna,UPI,4,OnePlus 8T
2013,4,5,2023,Thursday,Samsung,2,18295.92,Rajkot,UPI,2,Galaxy A51
